type	latitude	longitude	altitude (m)	scale	sym	name	desc	ge_hotspot	kml_folder
W	-53.658747548	121.021260711		1.1	http://maps.google.com/mapfiles/kml/pushpin/ylw-pushpin.png	Untitled Placemark		20,2	

type	latitude	longitude	altitude (m)	scale	sym	name	desc	ge_hotspot	kml_folder
T	33.746505119	73.135649402	620.8						
T	33.746504410	73.135754234	620.8						
T	33.746487932	73.135877396	620.4						
T	33.746465973	73.135925147	619.9						
T	33.746434644	73.135970589	619.3						
T	33.746417733	73.135994056	619.0						
T	33.746376266	73.136015119	618.7						
T	33.746336683	73.136025381	618.6						
T	33.746299513	73.136028381	618.5						
T	33.746279757	73.136026831	618.5						
T	33.746238247	73.136020686	618.5						
T	33.746201373	73.136010478	618.5						
T	33.746186145	73.135997189	618.5						
T	33.746160225	73.135984112	618.5						
T	33.746136215	73.135963430	618.6						
T	33.746123333	73.135958076	618.6						
T	33.746103531	73.135928170	618.7						
T	33.746077175	73.135891513	618.8						
T	33.746027640	73.135799567	619.0						
T	33.745992245	73.135713703	618.8						
T	33.745954201	73.135611269	618.5						
T	33.745935612	73.135555151	618.4						
T	33.745912884	73.135422738	618.6						
T	33.745894033	73.135284270	619.0						
T	33.745890295	73.135151910	619.5						
T	33.745899023	73.135078597	619.9						
T	33.745920174	73.134946337	620.6						
T	33.745958378	73.134773580	621.7						
T	33.745992889	73.134679432	622.2						
T	33.746085049	73.134471979	623.6						
T	33.746160972	73.134334430	624.5						
T	33.746191440	73.134287046	624.7						
T	33.746237544	73.134237352	624.9						
T	33.746284134	73.134206569	624.9						
T	33.746319607	73.134194763	625.0						
T	33.746350926	73.134199893	625.0						
T	33.746361671	73.134202448	625.0						
T	33.746374680	73.134209925	625.0						
T	33.746381253	73.134219786	625.0						
T	33.746403291	73.134249503	625.1						
T	33.746427260	73.134291632	625.2						
T	33.746455492	73.134338947	625.3						
T	33.746481670	73.134408663	625.4						
T	33.746504180	73.134473798	625.3						
T	33.746514561	73.134509302	625.2						
T	33.746523378	73.134586337	625.0						
T	33.746525229	73.134634481	624.8						
T	33.746512207	73.134708750	624.5						
T	33.746473203	73.134802674	623.7						
T	33.746397577	73.134931218	622.5						
T	33.746363480	73.134965727	622.1						
T	33.746334056	73.134985850	621.9						
T	33.746300180	73.135000342	621.7						
T	33.746287403	73.135001677	621.6						
T	33.746232557	73.135004323	621.4						
T	33.746198837	73.135001239	621.3						
T	33.746163174	73.134993069	621.2						
T	33.746140218	73.134983688	621.2						
T	33.746108691	73.134958788	621.1						
T	33.746094072	73.134940537	621.2						
T	33.746056656	73.134886686	621.3						
T	33.746027756	73.134819763	621.5						
T	33.745988619	73.134735730	621.9						
T	33.745970476	73.134682524	622.1						
T	33.745934239	73.134576634	622.4						
T	33.745904097	73.134471810	622.5						
T	33.745867391	73.134318347	622.7						
T	33.745850876	73.134222540	622.9						
T	33.745848296	73.134129720	623.5						
T	33.745848008	73.134085711	623.9						
T	33.745851217	73.133993164	624.9						
T	33.745862612	73.133898139	625.9						
T	33.745876303	73.133846811	625.9						
T	33.745905810	73.133757545	625.7						
T	33.745933085	73.133693701	625.5						
T	33.745975669	73.133640911	625.6						
T	33.746003028	73.133614104	625.6						
T	33.746044671	73.133600507	625.7						
T	33.746060731	73.133599725	625.8						
T	33.746078918	73.133598808	625.8						
T	33.746146073	73.133607375	625.9						
T	33.746189293	73.133624393	625.7						
T	33.746237185	73.133650922	625.5						
T	33.746283559	73.133680161	625.4						
T	33.746298417	73.133691607	625.3						
T	33.746313358	73.133710335	625.3						
T	33.746321947	73.133726936	625.2						
T	33.746332711	73.133748337	625.2						
T	33.746345724	73.133786694	625.2						
T	33.746354135	73.133861818	625.1						
T	33.746354057	73.133944464	625.1						
T	33.746351023	73.134041639	625.1						
T	33.746329626	73.134148622	625.0						
T	33.746311460	73.134216569	625.0						
T	33.746279729	73.134303347	624.8						
T	33.746263340	73.134332115	624.7						
T	33.746232196	73.134372452	624.6						
T	33.746203621	73.134400707	624.4						
T	33.746171012	73.134421493	624.3						
T	33.746152935	73.134430662	624.2						
T	33.746118740	73.134441738	624.0						
T	33.746098462	73.134441105	623.9						
T	33.746072210	73.134440286	623.7						
T	33.746058015	73.134435045	623.7						
T	33.746041538	73.134420132	623.6						
T	33.746033287	73.134415053	623.5						
T	33.746008525	73.134385661	623.5						
T	33.745981765	73.134339865	623.4						
T	33.745965454	73.134311142	623.4						
T	33.745931101	73.134249364	623.4						
T	33.745897208	73.134174178	623.4						
T	33.745855331	73.134032450	624.5						
T	33.745823710	73.133926669	625.5						
T	33.745794796	73.133807729	625.2						
T	33.745768374	73.133677718	624.7						
T	33.745758720	73.133616441	624.5						
T	33.745759494	73.133475697	624.0						
T	33.745770182	73.133411780	623.8						
T	33.745788492	73.133351808	623.7						
T	33.745823911	73.133290444	624.1						
T	33.745891663	73.133191970	624.7						
T	33.745945392	73.133148485	625.1						
T	33.745973492	73.133126462	625.2						
T	33.746025489	73.133102160	625.5						
T	33.746086454	73.133088230	625.8						
T	33.746135819	73.133082669	625.9						
T	33.746164889	73.133084143	625.9						
T	33.746213731	73.133090008	625.9						
T	33.746267641	73.133102522	625.9						
T	33.746316791	73.133121589	625.9						
T	33.746338357	73.133133933	625.9						
T	33.746372285	73.133160311	626.0						
T	33.746395284	73.133200284	626.0						
T	33.746415975	73.133223596	626.2						
T	33.746448847	73.133273523	626.4						
T	33.746474829	73.133335499	626.6						
T	33.746488370	73.133363844	626.6						
T	33.746502313	73.133424152	626.5						
T	33.746507371	73.133492667	626.3						
T	33.746507891	73.133531948	626.1						
T	33.746504647	73.133618179	625.8						
T	33.746487120	73.133688045	625.6						
T	33.746447110	73.133788061	625.3						
T	33.746400013	73.133855757	625.0						
T	33.746347615	73.133912986	625.1						
T	33.746324581	73.133932726	625.2						
T	33.746301781	73.133945112	625.2						
T	33.746270784	73.133945475	625.3						
T	33.746254361	73.133945662	625.4						
T	33.746239926	73.133943432	625.4						
T	33.746221250	73.133936479	625.5						
T	33.746210673	73.133924661	625.6						
T	33.746187732	73.133905900	625.7						
T	33.746173125	73.133889457	625.8						
T	33.746141836	73.133854434	625.9						
T	33.746106586	73.133803192	626.0						
T	33.746074097	73.133759204	625.9						
T	33.746063948	73.133738299	625.9						
T	33.746037569	73.133699278	625.8						
T	33.746021373	73.133669429	625.7						
T	33.746015334	73.133660310	625.7						
T	33.746005153	73.133630352	625.6						
T	33.745994957	73.133595810	625.5						
T	33.745990359	73.133544921	625.3						
T	33.745990086	73.133512361	625.2						
T	33.745987741	73.133442605	624.9						
T	33.745995843	73.133371715	624.7						
T	33.746004014	73.133326401	624.6						
T	33.746025981	73.133235418	625.0						
T	33.746056095	73.133140882	625.5						
T	33.746124995	73.133010847	625.7						
T	33.746172441	73.132940980	625.2						
T	33.746206735	73.132892515	624.8						
T	33.746216831	73.132884436	624.8						
T	33.746239111	73.132868038	624.6						
T	33.746255406	73.132859296	624.6						
T	33.746273858	73.132857460	624.6						
T	33.746282076	73.132856642	624.6						
T	33.746300629	73.132857182	624.6						
T	33.746326011	73.132861297	624.6						
T	33.746338865	73.132864443	624.6						
T	33.746373716	73.132876492	624.7						
T	33.746402472	73.132886874	624.9						
T	33.746424810	73.132898209	625.1						
T	33.746471897	73.132923417	625.5						
T	33.746524372	73.132957157	626.1						
T	33.746573233	73.133001359	626.8						
T	33.746588573	73.133027270	627.2						
T	33.746606626	73.133055183	627.6						
T	33.746609153	73.133077149	627.6						
T	33.746614079	73.133093828	627.6						
T	33.746614344	73.133106094	627.6						
T	33.746605652	73.133126653	627.6						
T	33.746599192	73.133144508	627.5						
T	33.746594906	73.133157219	627.5						
T	33.746583778	73.133175580	627.4						
T	33.746565894	73.133194542	627.3						
T	33.746543632	73.133226194	627.1						
T	33.746523582	73.133247708	627.0						
T	33.746503568	73.133264234	626.8						
T	33.746492395	73.133272623	626.7						
T	33.746472391	73.133289121	626.6						
T	33.746452788	73.133305344	626.5						
T	33.746444105	73.133313349	626.4						
T	33.746427091	73.133331566	626.3						
T	33.746403883	73.133350050	626.0						
T	33.746380806	73.133366000	625.9						
T	33.746371983	73.133378938	625.8						
T	33.746348241	73.133395285	625.7						
T	33.746324616	73.133411551	625.6						
T	33.746313901	73.133419588	625.6						
T	33.746292545	73.133435606	625.5						
T	33.746254336	73.133457527	625.5						
T	33.746235284	73.133466060	625.5						
T	33.746220565	73.133467051	625.5						
T	33.746208014	73.133467879	625.5						
T	33.746197581	73.133468568	625.5						
T	33.746183057	73.133462337	625.5						
T	33.746168547	73.133460913	625.5						
T	33.746152045	73.133454852	625.5						
T	33.746141776	73.133448389	625.4						
T	33.746123355	73.133435359	625.4						
T	33.746090806	73.133402041	625.2						
T	33.746078666	73.133386346	625.1						
T	33.746066564	73.133365964	625.0						
T	33.746052469	73.133338724	624.8						
T	33.746046457	73.133315620	624.8						
T	33.746040382	73.133273789	625.0						
T	33.746038234	73.133248225	625.0						
T	33.746038153	73.133229494	625.1						
T	33.746038043	73.133203745	625.2						
T	33.746042074	73.133193949	625.3						
T	33.746041993	73.133175220	625.3						
T	33.746049993	73.133139192	625.5						
T	33.746055972	73.133112757	625.6						
T	33.746070083	73.133080678	625.8						
T	33.746076129	73.133065906	625.8						
T	33.746088217	73.133038706	625.8						
T	33.746104536	73.133015556	625.7						
T	33.746110673	73.133003000	625.6						
T	33.746125020	73.132979973	625.5						
T	33.746137352	73.132961877	625.3						
T	33.746149718	73.132941352	625.2						
T	33.746166212	73.132920312	625.0						
T	33.746182560	73.132909001	624.9						
T	33.746190612	73.132901121	624.9						
T	33.746202634	73.132888178	624.8						
T	33.746220835	73.132876940	624.7						
T	33.746237070	73.132868239	624.7						
T	33.746251333	73.132862077	624.6						
T	33.746265608	73.132853524	624.5						
T	33.746288233	73.132844015	624.5						
T	33.746302691	73.132835298	624.4						
T	33.746313142	73.132831695	624.4						
T	33.746332299	73.132821949	624.3						
T	33.746357926	73.132813780	624.3						
T	33.746392732	73.132794236	624.1						
T	33.746421392	73.132787499	624.2						
T	33.746447978	73.132773752	624.2						
T	33.746459112	73.132769625	624.1						
T	33.746490447	73.132759966	624.1						
T	33.746517515	73.132753364	624.1						
T	33.746549452	73.132743397	624.1						
T	33.746560854	73.132739174	624.1						
T	33.746583503	73.132735914	624.1						
T	33.746599529	73.132733514	624.1						
T	33.746613311	73.132731451	624.1						
T	33.746627136	73.132729382	624.2						
T	33.746638485	73.132727850	624.2						
T	33.746658697	73.132725354	624.2						
T	33.746676700	73.132723153	624.3						
T	33.746687872	73.132721877	624.4						
T	33.746708032	73.132719575	624.6						
T	33.746719262	73.132718293	624.7						
T	33.746737307	73.132711163	624.7						
T	33.746753104	73.132706834	624.8						
T	33.746762200	73.132703227	624.9						
T	33.746775975	73.132698975	624.9						
T	33.746796844	73.132688648	625.0						
T	33.746811106	73.132684007	625.0						
T	33.746818280	73.132680387	625.0						
T	33.746837400	73.132675006	625.1						
T	33.746854229	73.132667380	625.2						
T	33.746868679	73.132662666	625.2						
T	33.746878325	73.132658673	625.2						
T	33.746890294	73.132654411	625.3						
T	33.746899891	73.132650482	625.3						
T	33.746909513	73.132641410	625.2						
T	33.746921545	73.132634557	625.2						
T	33.746931194	73.132628033	625.2						
T	33.746938452	73.132619266	625.1						
T	33.746950565	73.132607207	625.0						
T	33.746955421	73.132601342	625.0						
T	33.746957876	73.132588080	624.7						
T	33.746957900	73.132577752	624.6						
T	33.746957931	73.132564842	624.3						
T	33.746957950	73.132549365	624.1						
T	33.746955652	73.132531583	623.7						
T	33.746955767	73.132513443	623.4						
T	33.746955035	73.132499369	623.1						
T	33.746954257	73.132487896	622.9						
T	33.746952656	73.132477181	622.7						
T	33.746953433	73.132466121	622.5						
T	33.746955310	73.132448833	622.2						
T	33.746956564	73.132437286	622.0						
T	33.746945270	73.132438417	621.9						
T	33.746934157	73.132439383	621.8						
T	33.746926185	73.132448986	622.0						
T	33.746926187	73.132463835	622.2						
T	33.746934601	73.132471241	622.4						
T	33.746939066	73.132473412	622.5						
T	33.746929960	73.132471819	622.4						
T	33.746918194	73.132473434	622.3						
T	33.746906439	73.132472485	622.2						
T	33.746896793	73.132474035	622.2						
T	33.746886018	73.132469600	622.0						
T	33.746878908	73.132470664	622.0						
T	33.746867079	73.132472434	621.9						
T	33.746855275	73.132474200	621.9						
T	33.746844789	73.132481791	622.0						
T	33.746834335	73.132489359	622.0						
T	33.746823477	73.132499891	622.1						
T	33.746816413	73.132503523	622.1						
T	33.746804700	73.132507830	622.1						
T	33.746795446	73.132511679	622.1						
T	33.746786456	73.132515267	622.1						
T	33.746773304	73.132516516	622.0						
T	33.746764548	73.132517347	622.0						
T	33.746747060	73.132519011	621.9						
T	33.746729564	73.132523249	621.8						
T	33.746715902	73.132532710	621.8						
T	33.746704808	73.132536505	621.8						
T	33.746684054	73.132544712	621.8						
T	33.746674529	73.132548982	621.8						
T	33.746664706	73.132556101	621.8						
T	33.746652925	73.132560709	621.8						
T	33.746636291	73.132568855	621.9						
T	33.746629296	73.132570065	621.9						
T	33.746613020	73.132572880	621.9						
T	33.746600932	73.132575439	621.9						
T	33.746586405	73.132578583	621.8						
T	33.746576793	73.132583115	621.9						
T	33.746562275	73.132591297	621.9						
T	33.746550655	73.132593472	621.9						
T	33.746534408	73.132599016	622.0						
T	33.746529757	73.132602385	622.0						
T	33.746509072	73.132608669	622.0						
T	33.746502240	73.132612352	622.0						
T	33.746488695	73.132622058	622.1						
T	33.746479678	73.132623612	622.1						
T	33.746463943	73.132626324	622.1						
T	33.746452794	73.132628189	622.1						
T	33.746432843	73.132631477	622.1						
T	33.746419592	73.132633661	622.0						
T	33.746408580	73.132635477	622.0						
T	33.746395402	73.132637649	622.0						
T	33.746380260	73.132639942	622.0						
T	33.746371630	73.132641247	622.0						
T	33.746358737	73.132640748	622.0						
T	33.746348010	73.132642363	622.0						
T	33.746331150	73.132639767	621.9						
T	33.746312185	73.132639956	621.9						
T	33.746295587	73.132637166	621.8						
T	33.746287294	73.132638196	621.8						
T	33.746264601	73.132638549	621.8						
T	33.746244091	73.132636185	621.7						
T	33.746207126	73.132638499	621.7						
T	33.746182925	73.132636374	621.6						
T	33.746154768	73.132639519	621.6						
T	33.746142787	73.132640783	621.6						
T	33.746116279	73.132642161	621.6						
T	33.746093934	73.132645365	621.7						
T	33.746081797	73.132647091	621.8						
T	33.746057561	73.132650614	622.0						
T	33.746029435	73.132654701	622.2						
T	33.746005401	73.132658287	622.4						
T	33.745993450	73.132655343	622.4						
T	33.745969593	73.132658916	622.6						
T	33.745947473	73.132662887	622.8						
T	33.745927613	73.132666184	622.9						
T	33.745919724	73.132667439	623.0						
T	33.745902023	73.132670255	623.1						
T	33.745880483	73.132673681	623.3						
T	33.745866812	73.132675895	623.4						
T	33.745853199	73.132678065	623.5						
T	33.745835758	73.132680844	623.6						
T	33.745826098	73.132682383	623.6						
T	33.745804921	73.132685758	623.6						
T	33.745791497	73.132687897	623.6						
T	33.745781933	73.132689421	623.6						
T	33.745772380	73.132688682	623.6						
T	33.745757135	73.132686601	623.5						
T	33.745747647	73.132688120	623.5						
T	33.745738178	73.132689636	623.5						
T	33.745728721	73.132688900	623.5						
T	33.745713673	73.132688971	623.4						
T	33.745698772	73.132688747	623.4						
T	33.745683860	73.132684164	623.3						
T	33.745670828	73.132686177	623.3						
T	33.745652278	73.132682263	623.2						
T	33.745643031	73.132681440	623.2						
T	33.745630115	73.132683448	623.2						
T	33.745595228	73.132677717	623.0						
T	33.745558796	73.132670087	622.8						
T	33.745542490	73.132670501	622.8						
T	33.745511829	73.132666716	622.5						
T	33.745486738	73.132664311	622.3						
T	33.745460015	73.132666670	622.2						
T	33.745452921	73.132665661	622.1						
T	33.745447605	73.132666577	622.1						
T	33.745456468	73.132665049	622.1						
T	33.745465351	73.132663519	622.2						
T	33.745476035	73.132661678	622.2						
T	33.745481388	73.132660756	622.3						
T	33.745490324	73.132659217	622.3						
T	33.745499279	73.132657674	622.4						
T	33.745506458	73.132656434	622.4						
T	33.745515449	73.132654881	622.4						
T	33.745524459	73.132653324	622.5						
T	33.745537108	73.132651142	622.5						
T	33.745551587	73.132648739	622.6						
T	33.745558839	73.132647554	622.6						
T	33.745566100	73.132646387	622.6						
T	33.745577013	73.132644633	622.6						
T	33.745587952	73.132642875	622.6						
T	33.745598919	73.132641113	622.6						
T	33.745609912	73.132639346	622.6						
T	33.745620932	73.132637575	622.6						
T	33.745628293	73.132636392	622.6						
T	33.745637512	73.132634910	622.6						
T	33.745654153	73.132632236	622.6						
T	33.745668974	73.132629926	622.6						
T	33.745676391	73.132628806	622.6						
T	33.745685674	73.132627417	622.6						
T	33.745693098	73.132626355	622.6						
T	33.745702392	73.132625025	622.6						
T	33.745711701	73.132623699	622.6						
T	33.745717301	73.132627427	622.6						
T	33.745730373	73.132625580	622.6						
T	33.745736011	73.132624713	622.6						
T	33.745745469	73.132623128	622.6						
T	33.745753061	73.132624110	622.7						
T	33.745762556	73.132622521	622.7						
T	33.745770167	73.132621248	622.6						
T	33.745777792	73.132619972	622.6						
T	33.745787341	73.132618374	622.6						
T	33.745796911	73.132616773	622.6						
T	33.745804582	73.132615489	622.6						
T	33.745812277	73.132616471	622.6						
T	33.745829651	73.132613487	622.6						
T	33.745841283	73.132613770	622.6						
T	33.745843211	73.132613463	622.6						
T	33.745858676	73.132611008	622.5						
T	33.745864542	73.132609957	622.4						
T	33.745880238	73.132609432	622.3						
T	33.745890218	73.132609653	622.2						
T	33.745898170	73.132608093	622.2						
T	33.745909994	73.132610694	622.2						
T	33.745919887	73.132608958	622.1						
T	33.745931790	73.132606869	622.0						
T	33.745939734	73.132607824	621.9						
T	33.745956024	73.132606665	621.8						
T	33.745968230	73.132606505	621.7						
T	33.745978160	73.132604965	621.7						
T	33.745992128	73.132602743	621.5						
T	33.746006352	73.132604798	621.5						
T	33.746016432	73.132603120	621.4						
T	33.746020444	73.132602498	621.4						
T	33.746038480	73.132602163	621.3						
T	33.746050582	73.132600289	621.2						
T	33.746058630	73.132601470	621.1						
T	33.746064838	73.132600286	621.1						
T	33.746075181	73.132598353	621.0						
T	33.746091244	73.132596200	620.9						
T	33.746099285	73.132595137	620.8						
T	33.746113355	73.132593323	620.7						
T	33.746123425	73.132592024	620.7						
T	33.746129476	73.132591243	620.7						
T	33.746141596	73.132589680	620.7						
T	33.746155768	73.132587852	620.7						
T	33.746159823	73.132587329	620.7						
T	33.746169974	73.132586019	620.7						
T	33.746180143	73.132584708	620.7						
T	33.746190330	73.132583394	620.7						
T	33.746202530	73.132581886	620.7						
T	33.746214644	73.132580550	620.7						
T	33.746222688	73.132579724	620.7						
T	33.746238913	73.132577902	620.7						
T	33.746253279	73.132576100	620.7						
T	33.746267792	73.132574126	620.7						
T	33.746282299	73.132572214	620.8						
T	33.746288533	73.132571384	620.8						
T	33.746298939	73.132569998	620.8						
T	33.746307277	73.132568888	620.8						
T	33.746315699	73.132567675	620.8						
T	33.746330509	73.132565491	620.8						
T	33.746345369	73.132563290	620.8						
T	33.746360277	73.132561081	620.8						
T	33.746371043	73.132559372	620.8						
T	33.746381834	73.132557660	620.8						
T	33.746399210	73.132554833	620.8						
T	33.746403613	73.132554060	620.8						
T	33.746416865	73.132551715	620.8						
T	33.746421401	73.132548345	620.8						
T	33.746430275	73.132546764	620.8						
T	33.746439213	73.132545122	620.8						
T	33.746448310	73.132540844	620.8						
T	33.746459682	73.132536135	620.8						
T	33.746471148	73.132531334	620.7						
T	33.746482822	73.132521376	620.6						
T	33.746492175	73.132516856	620.6						
T	33.746503735	73.132514484	620.6						
T	33.746515555	73.132509349	620.6						
T	33.746525309	73.132501926	620.5						
T	33.746537236	73.132499199	620.5						
T	33.746549465	73.132493658	620.5						
T	33.746554353	73.132492452	620.5						
T	33.746567044	73.132483909	620.4						
T	33.746577161	73.132478639	620.3						
T	33.746592204	73.132474695	620.3						
T	33.746602274	73.132472055	620.3						
T	33.746616826	73.132468800	620.3						
T	33.746623829	73.132467514	620.3						
T	33.746633546	73.132465375	620.3						
T	33.746648183	73.132462138	620.3						
T	33.746657841	73.132460124	620.2						
T	33.746671940	73.132460121	620.3						
T	33.746681543	73.132458225	620.4						
T	33.746693440	73.132458543	620.4						
T	33.746709537	73.132456112	620.5						
T	33.746715745	73.132460932	620.6						
T	33.746724874	73.132459651	620.7						
T	33.746733799	73.132461151	620.8						
T	33.746743289	73.132459506	620.8						
T	33.746754519	73.132458155	620.9						
T	33.746765725	73.132456848	620.9						
T	33.746771880	73.132459229	621.0						
T	33.746782529	73.132461090	621.1						
T	33.746792602	73.132466118	621.3						
T	33.746801602	73.132465075	621.3						
T	33.746812194	73.132464469	621.4						
T	33.746820667	73.132463988	621.5						
T	33.746832025	73.132462612	621.5						
T	33.746841438	73.132461190	621.6						
T	33.746855590	73.132459053	621.6						
T	33.746865584	73.132454516	621.6						
T	33.746877932	73.132449651	621.6						
T	33.746887266	73.132448375	621.7						
T	33.746898954	73.132446778	621.7						
T	33.746909250	73.132439424	621.7						
T	33.746921424	73.132434803	621.7						
T	33.746936969	73.132433446	621.7						
T	33.746947791	73.132435350	621.9						
T	33.746956878	73.132434397	622.0						
T	33.746965867	73.132436136	622.2						
T	33.746972183	73.132421014	622.0						
T	33.746970983	73.132405892	621.7						
T	33.746959445	73.132407225	621.5						
T	33.746949883	73.132415807	621.6						
T	33.746950314	73.132432282	621.9						
T	33.746956564	73.132437286	622.0						
T	33.746962952	73.132442162	622.2						
T	33.746971366	73.132449629	622.5						
T	33.746978347	73.132448778	622.6						
T	33.746976787	73.132437977	622.3						
T	33.746973008	73.132427353	622.1						
T	33.746969003	73.132417572	621.9						
T	33.746962095	73.132418365	621.8						
T	33.746975918	73.132416779	622.0						
T	33.746985148	73.132415720	622.1						
T	33.746987458	73.132415455	622.1						
T	33.746978225	73.132416514	622.0						
T	33.746964397	73.132418100	621.8						
T	33.746950724	73.132419558	621.6						
T	33.746941602	73.132420549	621.5						
T	33.746930019	73.132421978	621.5						
T	33.746918456	73.132423404	621.4						
T	33.746909228	73.132424535	621.4						
T	33.746897500	73.132426158	621.3						
T	33.746885795	73.132427778	621.3						
T	33.746874113	73.132429394	621.2						
T	33.746864783	73.132430686	621.2						
T	33.746853142	73.132432297	621.1						
T	33.746842796	73.132439799	621.2						
T	33.746829952	73.132447819	621.2						
T	33.746820434	73.132451928	621.2						
T	33.746811951	73.132452412	621.2						
T	33.746803473	73.132452897	621.1						
T	33.746792694	73.132453700	621.1						
T	33.746781444	73.132455013	621.0						
T	33.746772458	73.132456062	621.0						
T	33.746758999	73.132457633	620.9						
T	33.746752280	73.132458417	620.9						
T	33.746740498	73.132462916	620.9						
T	33.746733056	73.132467050	620.9						
T	33.746720997	73.132471885	620.9						
T	33.746711255	73.132476382	620.9						
T	33.746699976	73.132480400	620.9						
T	33.746688702	73.132481896	620.8						
T	33.746679116	73.132483741	620.8						
T	33.746667138	73.132486069	620.8						
T	33.746655196	73.132488390	620.8						
T	33.746643055	73.132490970	620.8						
T	33.746633319	73.132493086	620.8						
T	33.746621619	73.132495223	620.8						
T	33.746609976	73.132497324	620.7						
T	33.746597404	73.132500543	620.8						
T	33.746589173	73.132510803	620.9						
T	33.746588101	73.132524542	621.1						
T	33.746577933	73.132532267	621.1						
T	33.746565806	73.132535042	621.1						
T	33.746556131	73.132537260	621.1						
T	33.746544231	73.132539839	621.1						
T	33.746534740	73.132541897	621.1						
T	33.746520559	73.132544962	621.1						
T	33.746511278	73.132546826	621.1						
T	33.746499708	73.132549150	621.1						
T	33.746488174	73.132551467	621.1						
T	33.746478917	73.132555840	621.1						
T	33.746469820	73.132560034	621.2						
T	33.746460573	73.132569337	621.3						
T	33.746451618	73.132570930	621.2						
T	33.746440407	73.132575419	621.3						
T	33.746426935	73.132582818	621.3						
T	33.746413651	73.132585131	621.3						
T	33.746393840	73.132588537	621.3						
T	33.746387360	73.132589531	621.3						
T	33.746365686	73.132607585	621.5						
T	33.746361577	73.132600714	621.4						
T	33.746348811	73.132602547	621.4						
T	33.746342490	73.132600974	621.3						
T	33.746329771	73.132602803	621.3						
T	33.746325636	73.132598442	621.3						
T	33.746310896	73.132598094	621.2						
T	33.746302680	73.132591770	621.1						
T	33.746292272	73.132593136	621.1						
T	33.746281882	73.132594499	621.1						
T	33.746275669	73.132595298	621.1						
T	33.746265336	73.132596617	621.1						
T	33.746257084	73.132597671	621.1						
T	33.746246705	73.132599104	621.1						
T	33.746236368	73.132600501	621.1						
T	33.746226062	73.132604276	621.1						
T	33.746217894	73.132605277	621.1						
T	33.746209602	73.132613664	621.3						
T	33.746201420	73.132617107	621.3						
T	33.746191221	73.132620788	621.3						
T	33.746178969	73.132629549	621.5						
T	33.746176902	73.132634630	621.5						
T	33.746170808	73.132640163	621.6						
T	33.746162729	73.132648268	621.8						
T	33.746156701	73.132656089	621.9						
T	33.746146454	73.132657538	621.9						
T	33.746138229	73.132658764	621.9						
T	33.746130018	73.132659989	621.9						
T	33.746119869	73.132661362	621.9						
T	33.746109779	73.132662667	621.9						
T	33.746099707	73.132663970	622.0						
T	33.746087646	73.132665530	622.1						
T	33.746077585	73.132666879	622.2						
T	33.746063468	73.132666511	622.2						
T	33.746049370	73.132668536	622.3						
T	33.746041333	73.132669690	622.4						
T	33.746031342	73.132666354	622.4						
T	33.746021325	73.132667812	622.5						
T	33.746013298	73.132669029	622.5						
T	33.746005283	73.132670244	622.6						
T	33.745997283	73.132671456	622.7						
T	33.745983315	73.132673573	622.8						
T	33.745981323	73.132673875	622.8						
T	33.745971378	73.132675378	622.8						
T	33.745961381	73.132677019	622.9						
T	33.745951426	73.132678620	623.0						
T	33.745943494	73.132679868	623.1						
T	33.745933598	73.132681424	623.1						
T	33.745921748	73.132683297	623.2						
T	33.745911895	73.132684856	623.3						
T	33.745902064	73.132686412	623.4						
T	33.745894215	73.132687654	623.4						
T	33.745880528	73.132689789	623.5						
T	33.745872723	73.132691012	623.6						
T	33.745862984	73.132692540	623.6						
T	33.745853262	73.132691770	623.7						
T	33.745845498	73.132690695	623.7						
T	33.745835804	73.132689948	623.7						
T	33.745824214	73.132691783	623.7						
T	33.745816504	73.132693004	623.7						
T	33.745804954	73.132692563	623.7						
T	33.745793412	73.132687592	623.6						
T	33.745785756	73.132688812	623.6						
T	33.745774277	73.132686117	623.5						
T	33.745762838	73.132685687	623.5						
T	33.745755226	73.132684650	623.5						
T	33.745745732	73.132683918	623.4						
T	33.745736268	73.132685438	623.4						
T	33.745728712	73.132686652	623.4						
T	33.745717403	73.132688467	623.4						
T	33.745709946	73.132689476	623.4						
T	33.745700630	73.132686230	623.4						
T	33.745689455	73.132687838	623.4						
T	33.745680132	73.132687007	623.3						
T	33.745670828	73.132686177	623.3						
T	33.745665255	73.132684775	623.3						
T	33.745654129	73.132684236	623.2						
T	33.745644878	73.132683411	623.2						
T	33.745637490	73.132684558	623.2						
T	33.745630115	73.132683448	623.2						
T	33.745622752	73.132680088	623.1						
T	33.745609887	73.132679879	623.1						
T	33.745604380	73.132680767	623.1						
T	33.745593387	73.132682540	623.1						
T	33.745587901	73.132683424	623.1						
T	33.745576954	73.132682931	623.0						
T	33.745569668	73.132684108	623.0						
T	33.745560582	73.132683321	623.0						
T	33.745553328	73.132682243	623.0						
T	33.745542467	73.132681753	622.9						
T	33.745533431	73.132680994	622.8						
T	33.745522608	73.132678336	622.7						
T	33.745513603	73.132679865	622.6						
T	33.745502831	73.132677216	622.6						
T	33.745495659	73.132678438	622.5						
T	33.745488504	73.132677421	622.5						
T	33.745479576	73.132676711	622.4						
T	33.745470663	73.132678234	622.3						
T	33.745463550	73.132677220	622.3						
T	33.745456446	73.132678435	622.2						
T	33.745445813	73.132680250	622.2						
